Date,Content,Introvert(I),Extrovert(E),Judging(J),Perceiving(P),Feeling(F),Thinking(T),Sensing(S),Intuition(I),Flesch,Novelty Score,Novelty Ratio,Smog,Kincaid,Coleman,Readability,Dae Chall,Linsear Write,Gunning Fog,ENFJ - The Giver,ENFP - The Champion,ENTJ - The Commander,ENTP - The Debater,ESFJ - The Caregiver,ESFP - The Performer,ESTJ - The Director,ESTP - The Persuader,INFJ - The Advocate,INFP - The Mediator,INTJ - The Architect,INTP - The Thinker,ISFJ - The Protector,ISFP - The Artist,ISTJ - The Inspector,ISTP - The Crafter,agriculture_environment,arts_culture,business_industry,economics_finance,education_language,employment_labour,government_politics,health_safety,indigenous_affairs,information_communications,international_affairs,law_justice,science_technology,social_affairs
29/03/2020,"To learn this dance to ""GHUNGROO""  Online Class taught by Shivani & Chaya (best online coaches giving detailed attention one on one), visit: http://www.bfunkdance.com.",0.840899,0.159101,0.621114,0.378886,0.664187,0.335813,0.0131896,0.98681,39.67,24,100.0,0.0,13.4,15.79,19.4,8.21,14.0,9.2,0.0105342,0.073672,0.0232856,0.012422,0.0122888,0.0716285,0.0249992,0.0843296,0.0283873,0.221353,0.14208,0.0603806,0.0473196,0.0259141,0.0152129,0.146193,0.00328095,0.00311667,0.00738854,0.00217922,0.170249,0.0081665,0.660914,0.00578748,0.0531294,0.0363675,0.00934921,0.00763574,0.0243541,0.00808115
30/03/2020,"I'l be making new global online friends in John Hopking's Covid 19 teachout course starting tommorow....Primarily because i believe in john hopking's controversial report and want to reduce self fear and fear of my parents ----> The line i fear the most is ---> ""So far, the number of people tested in India has been relatively small. In the absence of widespread testing, it is impossible to quantify the magnitude of 'community transmission"", 

The report said that if coronavirus is allowed to spread without interventions then between 30 and 40 crore Indians are likely to be infected by July. However, most of these cases are expected to be mild, According to the report, at the peak (between April and May 2020), 10 crore Indians could be infected at one time. 

The number of coronavirus infections in India may cross 20 crore in next two months if preventive measures, including isolation and social distancing, are not followed... the country is critically missing a key component in this assessment - the number of truly affected cases. 

Read more at:
https://economictimes.indiatimes.com/https://economictimes.indiatimes.com/news/politics-and-nation/john-hopkins-varsity-disassociates-from-study-on-indias-possible-covid-19-cases/articleshow/74872298.cms?utm_source=contentofinterest&utm_medium=text&utm_campaign=cppst",0.989446,0.0105542,9.10462e-05,0.999909,0.269182,0.730818,0.0881593,0.911841,-13.09,126,70.78651685393258,20.6,29.6,19.28,38.8,11.31,31.5,30.41,0.0344698,0.0175637,0.0189663,0.171523,0.00606018,0.00393739,0.0271302,0.0107557,0.0155083,0.0106455,0.557588,0.0724823,0.0060531100000000004,0.0272859,0.0115304,0.00849966,0.0816973,0.0012744,0.00387424,0.0122989,0.00295218,0.0193446,0.217874,0.14281,0.0085966,0.0230717,0.158861,0.0125251,0.0146249,0.300194
30/03/2020,"After this , I wont be able to take american dream seriously.......not even the ""punjabi sirf canada ka hota hai"" jokes seriously...",0.0038515,0.996149,0.439799,0.560201,0.691958,0.308042,0.985472,0.0145284,41.7,22,100.0,0.0,12.7,9.81,14.0,7.69,14.0,10.3,0.185146,0.0535736,0.0310554,0.0387473,0.016176,0.00699333,0.0158538,0.33881,0.0129297,0.0241275,0.132871,0.0156341,0.0985938,0.00749381,0.00907293,0.0129221,0.0250393,0.0344809,0.00482199,0.00604883,0.0206849,0.01851,0.026977,0.0201935,0.00629683,0.024552,0.028123,0.694864,0.0220245,0.0673837
31/03/2020,Ab bas roz lolilop khana bachtaa hai,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,89.75,7,100.0,0.0,2.5,4.94,2.3,8.5,2.5,2.8,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,1.25401e-05,5.37612e-06,0.99989,2.04135e-06,2.18733e-05,4.88342e-06,7.92035e-06,2.47721e-05,4.52274e-06,4.93181e-06,4.10824e-06,8.12985e-06,5.17293e-06,3.26292e-06
01/04/2020,"I read an article today that the covid19 genome which India has imported has a different structure from the one in Italy, Spain and China.  (In simple language our version is a suspected Fussi Bomb in India, we see in diwalis)...

As per the gene mapping done, the Italian/Spanish genome had 3 spikes on it while the mutated Indian genome has 1 spike. 

What this essentially means is that it will be easier for the medicines to get the ""indian genome"" dislodged from the body which means lower mortality rate, and ease to cure. I just hope this really comes true..... More details can be analyzed by taking this course -> https://www.coursera.org/learn/python-genomics",0.98874,0.0112599,0.00110128,0.998899,0.153409,0.846591,0.369013,0.630987,42.38,86,76.78571428571429,15.5,16.5,10.92,20.8,8.32,15.5,17.68,0.0224577,0.0106216,0.0509198,0.0219965,0.00612026,0.00156777,0.00756629,0.116314,0.00612156,0.00314449,0.0614554,0.597183,0.0117377,0.0700678,0.00114939,0.0115771,0.0484104,0.0017031,0.492446,0.0840974,0.00264049,0.0106498,0.0833224,0.062564,0.00166789,0.00890707,0.0666948,0.00213985,0.0354183,0.0993388
01/04/2020,"@[865760045:2048:Barun Dutt Rai] , @[603900180:2048:Vipul Jaiswal]   - Happy Birthday !! I found sunburn @ home dj live",0.00512762,0.994872,0.996018,0.00398205,0.973371,0.0266286,0.99988,0.000119666,47.96,17,100.0,0.0,8.2,18.16,18.4,7.6,3.25,2.6,0.000310392,0.0787677,0.00193493,0.00072964,0.00147889,0.00208306,0.00151628,0.014727,0.000853344,0.88708,0.00100686,0.00322572,0.00144101,0.00153245,0.00150857,0.00180424,0.00332296,0.00477521,0.00156137,0.00542909,0.605018,0.039432,0.160026,0.0146749,0.004106,0.00839846,0.00344848,0.00117763,0.0047025,0.143927
02/04/2020,"News Outlets reporting Markaz and qtiyappa of muslims as uncivilized irresponsible/ high stupidity /high terrorism, were once reporting CAA protests rightness of muslims......This shows fear of death is common even to news channel reporters , but not to arrogant religious beliefs....Lets wait and watch how many cases can allah treat single handedly.......Whatever it is, Most of the people are becoming sure they will show kaagaz if they survive from this muslim stupidity this time...",0.451889,0.548111,0.00147368,0.998526,0.0311023,0.968898,0.0683945,0.931605,-11.09,65,87.83783783783784,0.0,32.9,14.82,41.8,11.8,50.0,34.13,0.000838907,0.00126827,0.00317631,0.0812118,0.000111551,0.000407148,0.000169802,0.000453383,0.00392617,0.00153681,0.509111,0.00241986,0.000133003,0.00251742,0.392368,0.00035015,0.00388515,0.00060684,0.00368224,0.00472828,0.00125354,0.00279034,0.157981,0.0115533,0.00111722,0.0139642,0.0359529,0.0128759,0.00192205,0.747687
03/04/2020,"mobile flashlights would be better than candles i think....some psychologists must have guided pm for this scheduled activity cuz I dont think any PM blindly announces his personalized homeworks for the nation...(Cuz once people go in negative mode of religion based posts, in a lockdown situation - negative energies give rise to more negative energies)",0.999855,0.000144879,0.0116621,0.988338,0.428863,0.571137,0.2443,0.7557,8.21,51,92.72727272727272,0.0,25.5,14.64,31.8,11.29,38.5,26.79,0.0313003,0.363913,0.012865,0.0678333,0.0039475,0.177294,0.0316393,0.031495,0.0122989,0.0998082,0.0224311,0.0189088,0.0594673,0.0374369,0.0207105,0.0086513,0.00580234,0.00025649,0.000384034,0.415648,0.00144658,0.00606431,0.01094,0.0499106,0.00855744,0.00786488,0.00402621,0.00612913,0.00995079,0.47302
07/04/2020,Happy Birthday !!!,0.000705096,0.999295,0.99531,0.00469046,0.787065,0.212935,0.999944,5.5846e-05,-6.7,3,100.0,0.0,14.7,7.1,17.3,0.1,0.5,0.8,1.85354e-06,1.43963e-06,2.37485e-06,1.91347e-06,2.78895e-06,1.70334e-05,2.00659e-06,8.6415e-06,1.1471e-06,0.999945,1.02789e-06,6.0692e-06,2.34239e-06,3.06437e-06,2.17037e-06,1.56462e-06,0.00114554,0.00175956,0.000530198,0.00669758,0.020525,0.00481629,0.334303,0.0137351,0.00141556,0.00492808,0.00125434,0.000652732,0.00167625,0.606561
07/04/2020,Happy Birthday !!,0.000705096,0.999295,0.99531,0.00469046,0.787065,0.212935,0.999944,5.5846e-05,-6.7,3,100.0,0.0,14.7,7.1,14.9,0.1,0.5,0.8,1.85354e-06,1.43963e-06,2.37485e-06,1.91347e-06,2.78895e-06,1.70334e-05,2.00659e-06,8.6415e-06,1.1471e-06,0.999945,1.02789e-06,6.0692e-06,2.34239e-06,3.06437e-06,2.17037e-06,1.56462e-06,0.00114554,0.00175956,0.000530198,0.00669758,0.020525,0.00481629,0.334303,0.0137351,0.00141556,0.00492808,0.00125434,0.000652732,0.00167625,0.606561
07/04/2020,Happy Birthday !!,0.000705096,0.999295,0.99531,0.00469046,0.787065,0.212935,0.999944,5.5846e-05,-6.7,3,100.0,0.0,14.7,7.1,14.9,0.1,0.5,0.8,1.85354e-06,1.43963e-06,2.37485e-06,1.91347e-06,2.78895e-06,1.70334e-05,2.00659e-06,8.6415e-06,1.1471e-06,0.999945,1.02789e-06,6.0692e-06,2.34239e-06,3.06437e-06,2.17037e-06,1.56462e-06,0.00114554,0.00175956,0.000530198,0.00669758,0.020525,0.00481629,0.334303,0.0137351,0.00141556,0.00492808,0.00125434,0.000652732,0.00167625,0.606561
07/04/2020,Happy Birthday !!,0.000705096,0.999295,0.99531,0.00469046,0.787065,0.212935,0.999944,5.5846e-05,-6.7,3,100.0,0.0,14.7,7.1,14.9,0.1,0.5,0.8,1.85354e-06,1.43963e-06,2.37485e-06,1.91347e-06,2.78895e-06,1.70334e-05,2.00659e-06,8.6415e-06,1.1471e-06,0.999945,1.02789e-06,6.0692e-06,2.34239e-06,3.06437e-06,2.17037e-06,1.56462e-06,0.00114554,0.00175956,0.000530198,0.00669758,0.020525,0.00481629,0.334303,0.0137351,0.00141556,0.00492808,0.00125434,0.000652732,0.00167625,0.606561
08/04/2020,Jai Shree Ram...,0.5,0.5,0.00240488,0.997595,0.997769,0.00223125,0.5,0.5,119.19,3,100.0,0.0,-2.7,-4.29,2.1,0.15,0.5,1.2,8.10913e-08,8.20641e-08,9.03088e-08,7.70087e-08,9.35574e-08,9.50488e-08,9.04097e-08,9.05266e-08,7.9352e-08,8.30194e-08,6.39035e-08,0.999999,9.28423e-08,8.68917e-08,9.74778e-08,9.09044e-08,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286,0.0714286
10/04/2020,Zumba on zoom..it's a wonderful opportunity to get together which u and me were not doing since years...ping me for #lets Shed Sweat Together..,0.00909913,0.990901,0.986484,0.0135165,0.726364,0.273636,0.910309,0.0896912,47.12,23,95.83333333333334,0.0,12.7,9.87,14.1,6.8,17.0,11.27,0.331529,0.0266206,0.043819,0.0410709,0.249814,0.0168615,0.0240628,0.0178676,0.0346175,0.0258694,0.0258986,0.0482238,0.0471897,0.0227402,0.0257716,0.0180442,0.00862729,0.12547,0.115458,0.00824725,0.00769212,0.0193054,0.556747,0.0272719,0.00709079,0.0149438,0.030945,0.00836883,0.0117412,0.0580917
10/04/2020,"chintit karney wala aaj ka video....there is a selection and confirmation bias of me sharing this video, because i am into ramayan (religious)content watching frequency on tv",0.062358,0.937642,0.293035,0.706965,0.0382395,0.961761,0.156597,0.843403,35.61,27,100.0,0.0,15.0,13.29,17.9,10.82,17.5,16.73,0.288137,0.0113649,0.0047014,0.435276,0.0241195,0.0082335,0.00385469,0.00413641,0.0168919,0.0343174,0.0147924,0.0720655,0.0626309,0.0104871,0.00674768,0.00224436,0.0112965,0.00359011,0.00636226,0.00665046,0.0147614,0.00962129,0.275195,0.0239879,0.010671,0.0809461,0.111665,0.0283714,0.0213475,0.395534
10/04/2020,"I am in experiment stage of morale and competence.....Consumer behavior changes the most in this stage....(example- asking zumba class owner to deliver their cctv's video footage live streams  in my home for my parents over the internet for a small fee, after lockdown ends...even if i attend offline classes at venue myself after lockdown ends)....Which stage are you...?",0.00860619,0.991394,0.783932,0.216068,0.365176,0.634824,0.995058,0.0049421,21.07,50,86.20689655172413,0.0,24.7,12.49,33.1,10.05,36.0,27.34,0.0033041,0.00180899,0.0689763,0.0027465,0.000875496,0.00180741,0.00221819,0.00848526,0.269586,0.00753772,0.574712,0.0195349,0.00554635,0.0116457,0.00299247,0.0182224,0.00426336,0.00117641,0.000548122,0.00587068,0.00320002,0.00943554,0.227425,0.024646,0.00220298,0.0691287,0.00593329,0.10228,0.130552,0.413338
18/04/2020,Yippee...Happyness in lockdown is to see ravan die....ram win...!!! over love triangle with sita maiyaa....Reliving my 90's era....!,0.790555,0.209445,0.0855631,0.914437,0.795579,0.204421,0.0819944,0.918006,53.21,18,100.0,0.0,10.3,12.06,17.7,9.79,12.0,13.87,0.00840281,0.0157133,0.0198292,0.0220071,0.0296776,0.0119036,0.049836,0.0421904,0.230954,0.0577569,0.00847131,0.418353,0.010738,0.0108007,0.0474482,0.0159173,0.119038,0.0822227,0.120196,0.0857972,0.0121519,0.0154852,0.0462651,0.10068,0.0100225,0.0667106,0.0147403,0.0109902,0.141158,0.174541
23/04/2020,The world was so much peaceful without lockdown....there was so much of 30 days snoozing and fb friend unfriending....things change pretty fast....,0.103509,0.896491,0.958132,0.0418679,0.633102,0.366898,0.769341,0.230659,66.07,19,86.36363636363636,0.0,9.5,12.76,16.6,6.88,13.0,10.62,0.0252932,0.0318728,0.0461763,0.013361,0.0159925,0.025372,0.231619,0.117923,0.0257331,0.105468,0.0102315,0.0106276,0.226336,0.0273622,0.0426388,0.0439933,0.0172349,0.00667741,0.00903862,0.0100748,0.00162317,0.0103162,0.607174,0.0343928,0.00941097,0.0052255,0.172028,0.00693528,0.00604842,0.103819
